Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Young, J.C.","55329436000;","Rural digital geographies and new landscapes of social resilience",2019,"Journal of Rural Studies","70",,,"66","74",,,"10.1016/j.jrurstud.2019.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069003947&doi=10.1016%2fj.jrurstud.2019.07.001&partnerID=40&md5=3f9109c1f34799b49ff44048491dbd70",Article,"Final",,Scopus,2-s2.0-85069003947
"Malche, T., Maheshwary, P., Kumar, R.","57194097587;57194089401;55584803599;","Environmental Monitoring System for Smart City Based on Secure Internet of Things (IoT) Architecture",2019,"Wireless Personal Communications","107","4",,"2143","2172",,4,"10.1007/s11277-019-06376-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064819300&doi=10.1007%2fs11277-019-06376-0&partnerID=40&md5=d776390569e373d142a72d023b5b2e01",Article,"Final",,Scopus,2-s2.0-85064819300
"Zhou, X., Wang, H., Ding, B., Peng, W., Wang, R.","56403554700;15838322600;35073733300;57208084815;56510490800;","Multi-objective evolutionary computation for topology coverage assessment problem",2019,"Knowledge-Based Systems","177",,,"1","10",,,"10.1016/j.knosys.2019.03.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063756167&doi=10.1016%2fj.knosys.2019.03.033&partnerID=40&md5=65e7f6f6d99c19eaca57a14bb862d5b7",Article,"Final",,Scopus,2-s2.0-85063756167
"Fraga-Lamas, P., Celaya-Echarri, M., Lopez-Iturri, P., Castedo, L., Azpilicueta, L., Aguirre, E., Suárez-Albela, M., Falcone, F., Fernández-Caramés, T.M.","56039568800;57202856992;56348853300;57189299510;54583157100;55360550000;57191377409;24467846500;24467756100;","Design and experimental validation of a lorawan fog computing based architecture for iot enabled smart campus applications†",2019,"Sensors (Switzerland)","19","15", 3287,"","",,2,"10.3390/s19153287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070738936&doi=10.3390%2fs19153287&partnerID=40&md5=9855b0ac963c9098cfe481c87ed930d1",Article,"Final",Open Access,Scopus,2-s2.0-85070738936
"Al-Turjman, F., Malekloo, A.","20336944100;57209105340;","Smart parking in IoT-enabled cities: A survey",2019,"Sustainable Cities and Society","49",, 101608,"","",,4,"10.1016/j.scs.2019.101608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066461563&doi=10.1016%2fj.scs.2019.101608&partnerID=40&md5=8aac91230b94ecb484739a93c47b8fa6",Review,"Final",,Scopus,2-s2.0-85066461563
"Toma, C., Alexandru, A., Popa, M., Zamfiroiu, A.","57211679562;57210639057;57196837530;51462311500;","IoT solution for smart cities’ pollution monitoring and the security challenges",2019,"Sensors (Switzerland)","19","15", 3401,"","",,1,"10.3390/s19153401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071178654&doi=10.3390%2fs19153401&partnerID=40&md5=7bde77d96e069390379ec3572554136e",Article,"Final",Open Access,Scopus,2-s2.0-85071178654
"Labaeye, A.","57210447007;","Sharing cities and commoning: An alternative narrative for just and sustainable cities",2019,"Sustainability (Switzerland)","11","16", 4358,"","",,,"10.3390/su11164358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070753970&doi=10.3390%2fsu11164358&partnerID=40&md5=0e85178fa4feaa76ec5754908be50ce2",Article,"Final",Open Access,Scopus,2-s2.0-85070753970
"González-Vidal, A., Jiménez, F., Gómez-Skarmeta, A.F.","57189466053;55812407300;7004419066;","A methodology for energy multivariate time series forecasting in smart buildings based on feature selection",2019,"Energy and Buildings","196",,,"71","82",,3,"10.1016/j.enbuild.2019.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065588383&doi=10.1016%2fj.enbuild.2019.05.021&partnerID=40&md5=4c675a2a7692b010279efca0e82118e4",Article,"Final",,Scopus,2-s2.0-85065588383
"Pucihar, A., Zajc, I., Sernec, R., Lenart, G.","43061421600;57210358765;6602286567;53364018200;","Living lab as an ecosystem for development, demonstration and assessment of autonomous mobility solutions",2019,"Sustainability (Switzerland)","11","15", 4095,"","",,,"10.3390/su11154095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070454387&doi=10.3390%2fsu11154095&partnerID=40&md5=51e39b4ce66680c45ef0f4c08f51f56e",Article,"Final",Open Access,Scopus,2-s2.0-85070454387
"Jan, B., Farman, H., Khan, M., Talha, M., Din, I.U.","57191865467;55543722900;56151971600;57052711800;55428202900;","Designing a Smart Transportation System: An Internet of Things and Big Data Approach",2019,"IEEE Wireless Communications","26","4", 8809663,"73","79",,,"10.1109/MWC.2019.1800512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071294616&doi=10.1109%2fMWC.2019.1800512&partnerID=40&md5=aba5493a81a1425b0412dfb68b141661",Article,"Final",,Scopus,2-s2.0-85071294616
"Sutjiatmo, B.P., Erwinsyah, A., Laxmi Lydia, E., Shankar, K., Nguyen, P.T., Hashim, W., Maseleno, A.","57200984564;57210969316;57196059278;56884031900;57211379007;11440260100;55354910900;","Empowering internet of things (IoT) through big data",2019,"International Journal of Engineering and Advanced Technology","8","6 Special Issue 2",,"938","942",,,"10.35940/ijeat.F1285.0886S219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073712174&doi=10.35940%2fijeat.F1285.0886S219&partnerID=40&md5=1148966960ec08ebaec8f64873f0dcd8",Article,"Final",Open Access,Scopus,2-s2.0-85073712174
"Dispenza, G., Sergi, F., Napoli, G., Antonucci, V., Andaloro, L.","24079658200;56960147200;36555303000;7006920652;24340612200;","Evaluation of hydrogen production cost in different real case studies",2019,"Journal of Energy Storage","24",, 100757,"","",,,"10.1016/j.est.2019.100757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065188264&doi=10.1016%2fj.est.2019.100757&partnerID=40&md5=d92303671978e7142d1f729b46577f9b",Article,"Final",,Scopus,2-s2.0-85065188264
"Sharma, N., Sharma, K.","57210964803;57208877025;","Energy efficient inter and intra cluster movement of mobile sink in wireless sensor network",2019,"International Journal of Engineering and Advanced Technology","8","6",,"2682","2688",,,"10.35940/ijeat.F8682.088619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072026466&doi=10.35940%2fijeat.F8682.088619&partnerID=40&md5=5ccd24fa15a38ec289723a6a743081d3",Article,"Final",Open Access,Scopus,2-s2.0-85072026466
"Punitha Ilayarani, P., Maria Dominic, M.","57210725431;22735111700;","Smart firefighting system for smart cities adopting fog/edge computing",2019,"International Journal of Innovative Technology and Exploring Engineering","8","10",,"3930","3936",,,"10.35940/ijitee.J9920.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071330721&doi=10.35940%2fijitee.J9920.0881019&partnerID=40&md5=41c70ad736293ba800e57c0f0240ef61",Article,"Final",Open Access,Scopus,2-s2.0-85071330721
"Vatan, Sharma, A., Goyal, S.","57210731457;57199494655;55495989400;","IoT standards and applicability to human life",2019,"International Journal of Innovative Technology and Exploring Engineering","8","10",,"3147","3153",,,"10.35940/ijitee.J9512.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071322034&doi=10.35940%2fijitee.J9512.0881019&partnerID=40&md5=cd96ef5787fa0e7a952fe4b0a9bb35df",Article,"Final",Open Access,Scopus,2-s2.0-85071322034
"Rohracher, H., Köhler, H.","15847037100;57194512994;","Households as infrastructure junctions in urban sustainability transitions: The case of hot water metering",2019,"Urban Studies","56","11",,"2372","2386",,3,"10.1177/0042098018815618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061995244&doi=10.1177%2f0042098018815618&partnerID=40&md5=19e2476868fd5c9efb22755bdba87b30",Article,"Final",,Scopus,2-s2.0-85061995244
"Peng, H.-Q., Zhang, G.-W.","7402232345;25624033900;","Intelligent Transportation and Intelligent Logistics [智慧交通与智慧物流-""交通7+1 论坛""第五十五次会议纪实]",2019,"Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/Journal of Transportation Systems Engineering and Information Technology","19","4",,"1","4",,,"10.16097/j.cnki.1009-6744.2019.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072259559&doi=10.16097%2fj.cnki.1009-6744.2019.04.001&partnerID=40&md5=38c81c73c27f68d527c02f9c1f581038",Article,"Final",,Scopus,2-s2.0-85072259559
"Ali Al-Muqarm, A.M., Rabee, F.","57211280172;56278204800;","IoT technologies for mobile crowd sensing in smart cities",2019,"Journal of Communications","14","8",,"745","757",,,"10.12720/jcm.14.8.745-757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073277767&doi=10.12720%2fjcm.14.8.745-757&partnerID=40&md5=91e580ca82b99102174c559e7a746467",Article,"Final",,Scopus,2-s2.0-85073277767
"López, J.E., de la Guardia, J.J.R.-D., Olmos-Gómez, M.C., Chacón-Cuberos, R., Olmedo-Moreno, E.M.","56309374100;57076942400;25938658000;56748025100;57188586669;","Enhancing skills for employment in theworkplace of the future 2020 using the theory of connectivity: Shared and adaptive personal learning environments in a Spanish context",2019,"Sustainability (Switzerland)","11","15", 4219,"","",,,"10.3390/su11154219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070473003&doi=10.3390%2fsu11154219&partnerID=40&md5=83c14ae7f4641a10a2e78d8f86fe2cfe",Article,"Final",Open Access,Scopus,2-s2.0-85070473003
"Tong, M., Tao, Y., Zhang, Y., Bian, K., Yan, W.","57201901030;57210509142;57193653970;55339892600;57211006848;","Trajectory-Based User Encounter Prediction Over Wireless Sensor Networks",2019,"Wireless Personal Communications","107","4",,"1933","1949",,,"10.1007/s11277-019-06367-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066024718&doi=10.1007%2fs11277-019-06367-1&partnerID=40&md5=30c35bf7318ac10359532766738327e3",Article,"Final",,Scopus,2-s2.0-85066024718
"Sgantzos, K., Grigg, I.","57210595345;8723964100;","Artificial intelligence implementations on the blockchain. Use cases and future applications",2019,"Future Internet","11","8", 170,"","",,,"10.3390/fi11080170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071114555&doi=10.3390%2ffi11080170&partnerID=40&md5=2a62cb86192b5c86e43d9463c9a08b36",Article,"Final",Open Access,Scopus,2-s2.0-85071114555
"Tanwar, S., Tyagi, S., Budhiraja, I., Kumar, N.","56576145100;55549655700;57207989270;57206866080;","Tactile Internet for Autonomous Vehicles: Latency and Reliability Analysis",2019,"IEEE Wireless Communications","26","4", 8809662,"66","72",,,"10.1109/MWC.2019.1800553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071321305&doi=10.1109%2fMWC.2019.1800553&partnerID=40&md5=8e91d76ec67826788e64036aec58436a",Article,"Final",,Scopus,2-s2.0-85071321305
"Kumar, D.","57202478181;","Hyper-temporal variability analysis of solar insolation with respect to local seasons",2019,"Remote Sensing Applications: Society and Environment","15",, 100241,"","",,,"10.1016/j.rsase.2019.100241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066950087&doi=10.1016%2fj.rsase.2019.100241&partnerID=40&md5=793f70e1a1d7515d5c54d1963e80f073",Article,"Final",,Scopus,2-s2.0-85066950087
"Griffiths, S., Wong, M.S., Kwok, C.Y.T., Kam, R., Lam, S.C., Yang, L., Yip, T.L., Heo, J., Chan, B.S.B., Xiong, G., Lu, K.","57210345098;57210337677;57200878930;57189580128;35173272300;57105980700;7004283954;8876844400;56998197500;57210342400;57200879371;","Exploring bluetooth beacon use cases in teaching and learning: Increasing the sustainability of physical learning spaces",2019,"Sustainability (Switzerland)","11","15", 4005,"","",,,"10.3390/su11154005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070411809&doi=10.3390%2fsu11154005&partnerID=40&md5=838d2bb40fa4152a1ebab978b834e892",Review,"Final",Open Access,Scopus,2-s2.0-85070411809
"Pan, Z., Hariri, S., Pacheco, J.","57204695179;7005427754;57189387540;","Context aware intrusion detection for building automation systems",2019,"Computers and Security","85",,,"181","201",,1,"10.1016/j.cose.2019.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065725329&doi=10.1016%2fj.cose.2019.04.011&partnerID=40&md5=23cfc6bfcb593142b3524089ca13850c",Article,"Final",,Scopus,2-s2.0-85065725329
"Devi, M., Gill, N.S.","57211037683;35950630000;","Novel algorithm for enhancing manet protocol in smart environment",2019,"International Journal of Innovative Technology and Exploring Engineering","8","10",,"1830","1835",,1,"10.35940/ijitee.J9214.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071288038&doi=10.35940%2fijitee.J9214.0881019&partnerID=40&md5=acb6b557224fe5de01211176286e3d9c",Article,"Final",Open Access,Scopus,2-s2.0-85071288038
"Park, S., Lee, S., Park, S., Park, S.","55531452900;57189099760;57191670679;8901190100;","AI-based physical and virtual platform with 5-layered architecture for sustainable smart energy city development",2019,"Sustainability (Switzerland)","11","16", 4479,"","",,,"10.3390/su11164479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071010307&doi=10.3390%2fsu11164479&partnerID=40&md5=41459d210fe93f67c3ca7f6a783ef36e",Article,"Final",Open Access,Scopus,2-s2.0-85071010307
"Sathyavathy, V., Shanmuga Priyaa, D.","28568190600;57205645100;","A model based test pattern generation and testing framework for IoT applications",2019,"International Journal of Innovative Technology and Exploring Engineering","8","10 Special Issue",,"287","291",,,"10.35940/ijitee.J1051.08810S19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073358736&doi=10.35940%2fijitee.J1051.08810S19&partnerID=40&md5=9e066fbf30bf2f1b81e97b7542227d0f",Article,"Final",Open Access,Scopus,2-s2.0-85073358736
"Heigl, M., Doerr, L., Tiefnig, N., Fiala, D., Schramm, M.","57197758404;57191657714;57207687732;24280518300;36635050500;","A resource-preserving self-regulating Uncoupled MAC algorithm to be applied in incident detection",2019,"Computers and Security","85",,,"270","287",,,"10.1016/j.cose.2019.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066237307&doi=10.1016%2fj.cose.2019.05.010&partnerID=40&md5=4d77c93632f98bcf2f1f901cf8046a1e",Article,"Final",Open Access,Scopus,2-s2.0-85066237307
"Aggarwal, L., Chahal, D., Kharb, L.","57211287819;57210946325;53872717200;","Brain emulation machine model for communication",2019,"International Journal of Scientific and Technology Research","8","8",,"1410","1418",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073388559&partnerID=40&md5=56504f892cda2f9857de4115ad76aaa0",Article,"Final",,Scopus,2-s2.0-85073388559
"Gutierrez-Madronal, L., La Blunda, L., Wagner, M.F., Medina-Bulo, I.","55654774700;57190877612;57210548333;22433447400;","Test Event Generation for a Fall-Detection IoT System",2019,"IEEE Internet of Things Journal","6","4", 8681553,"6642","6651",,,"10.1109/JIOT.2019.2909434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070225331&doi=10.1109%2fJIOT.2019.2909434&partnerID=40&md5=346ca4c8cc824819bffca08def67479e",Article,"Final",,Scopus,2-s2.0-85070225331
"Liu, Y., Guo, B., Li, N., Zhang, J., Chen, J., Zhang, D., Liu, Y., Yu, Z., Zhang, S., Yao, L.","57190987803;55265626800;57205027355;57211380488;57203762120;35729509300;57210291195;16178409600;57210289851;54406102800;","DeepStore: An Interaction-Aware WideDeep Model for Store Site Recommendation with Attentional Spatial Embeddings",2019,"IEEE Internet of Things Journal","6","4", 8712550,"7319","7333",,,"10.1109/JIOT.2019.2916143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070198750&doi=10.1109%2fJIOT.2019.2916143&partnerID=40&md5=e8188ecdd13327eb1c1f5339b2f7a2ab",Article,"Final",,Scopus,2-s2.0-85070198750
"Praveen, H.M., Dash, S.R.","57211320056;23567743500;","Seismicity of Odisha (An eastern state of Indian peninsula): A comprehensive deterministic seismic hazard study",2019,"Disaster Advances","12","8",,"1","10",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073455330&partnerID=40&md5=0d3811c7f4d987b38095a6fa469f0c4a",Article,"Final",,Scopus,2-s2.0-85073455330
"Delaine, F., Lebental, B., Rivano, H.","57197751599;49961919100;6507620023;","In Situ Calibration Algorithms for Environmental Sensor Networks: A Review",2019,"IEEE Sensors Journal","19","15", 8686160,"5968","5978",,,"10.1109/JSEN.2019.2910317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068683201&doi=10.1109%2fJSEN.2019.2910317&partnerID=40&md5=19eb56696ea1844287071c6358283371",Review,"Final",,Scopus,2-s2.0-85068683201
"Alsina-Pagès, R.M., Alías, F., Socoró, J.C., Orga, F., Benocci, R., Zambon, G.","55743946600;6602327167;6507479378;56875468800;6508189926;22235974600;","Anomalous events removal for automated traffic noise maps generation",2019,"Applied Acoustics","151",,,"183","192",,2,"10.1016/j.apacoust.2019.03.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062841595&doi=10.1016%2fj.apacoust.2019.03.007&partnerID=40&md5=7bae9f09626f99bde9781e041b6a3c3c",Article,"Final",,Scopus,2-s2.0-85062841595
"Yamin, M., Alsaawy, Y., Alkhodre, A.B., Sen, A.A.A.","55397365100;57203435487;7801308698;57196459782;","An innovative method for preserving privacy in internet of things",2019,"Sensors (Switzerland)","19","15", 3355,"","",,1,"10.3390/s19153355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070993992&doi=10.3390%2fs19153355&partnerID=40&md5=4410511adc712489b9588221921a8eb9",Article,"Final",Open Access,Scopus,2-s2.0-85070993992
